"ML Catalog Number",Format,"Scientific Name","Common Name","Background Species",Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,"Elevation (m)",Age/Sex,Behaviors,Playback,Collected,"Specimen ID","Home Archive Catalog Number",Recorder,Microphone,Accessory,"Partner Institution","eBird Checklist ID",Unconfirmed?,"Air Temp(ºC)","Water Temp(ºC)","Media notes","Observation Details",Class,Order,Family,"Parent Species","eBird Species Code","Taxon Category","Taxonomic Sort","Recordist 2 Display Name","Recordist 2 Profile URL","Average Community Rating","Number of Ratings","Asset State","Asset Tags","Contributor Profile URL","Original Image Height","Original Image Width","Specimen Page URL","eBird Checklist URL","ebird Species URL",isInternalUser,mediaDownloadUrl,report_as
40157871,Photo,"Alectoris chukar",Chukar,,"Tina Toth",7/5/2015,2015,7,5,1630,"United States",US-MT-095,Montana,Stillwater,"Stillwater County, Montana, US",45.8714,-108.9385,,Unknown,,Unspecified,,,,,,,,S32589562,,,,,"Mother and chicks",,,,"Alectoris chukar",chukar,Species,1202.0,,,3.0,1,committed,,"https://ebird.org/profile/NTYwMTk0",4608,3456,"https://macaulaylibrary.org/asset/40157871","https://ebird.org/view/checklist/S32589562","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
40157861,Photo,"Alectoris chukar",Chukar,,"Tina Toth",7/5/2015,2015,7,5,1630,"United States",US-MT-095,Montana,Stillwater,"Stillwater County, Montana, US",45.8714,-108.9385,,Unknown,,Unspecified,,,,,,,,S32589562,,,,,"Mother and chicks",,,,"Alectoris chukar",chukar,Species,1202.0,,,2.0,1,committed,,"https://ebird.org/profile/NTYwMTk0",4608,3456,"https://macaulaylibrary.org/asset/40157861","https://ebird.org/view/checklist/S32589562","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
40157851,Photo,"Alectoris chukar",Chukar,,"Tina Toth",7/5/2015,2015,7,5,1630,"United States",US-MT-095,Montana,Stillwater,"Stillwater County, Montana, US",45.8714,-108.9385,,Unknown,,Unspecified,,,,,,,,S32589562,,,,,"Mother and chicks",,,,"Alectoris chukar",chukar,Species,1202.0,,,3.5,2,committed,,"https://ebird.org/profile/NTYwMTk0",3456,4608,"https://macaulaylibrary.org/asset/40157851","https://ebird.org/view/checklist/S32589562","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
40157841,Photo,"Alectoris chukar",Chukar,,"Tina Toth",7/5/2015,2015,7,5,1630,"United States",US-MT-095,Montana,Stillwater,"Stillwater County, Montana, US",45.8714,-108.9385,,Unknown,,Unspecified,,,,,,,,S32589562,,,,,"Mother and chicks",,,,"Alectoris chukar",chukar,Species,1202.0,,,2.0,1,committed,,"https://ebird.org/profile/NTYwMTk0",4608,3456,"https://macaulaylibrary.org/asset/40157841","https://ebird.org/view/checklist/S32589562","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
40157091,Photo,"Alectoris chukar",Chukar,,"Dorna Mojab",7/9/2016,2016,7,9,813,Iran,IR-12,Semnan,,"Delbar Rd. ",36.0291,56.084,,Unknown,,Unspecified,,,,,,,,S30619188,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,3.0,1,committed,,"https://ebird.org/profile/NDA3NjE4",1951,2601,"https://macaulaylibrary.org/asset/40157091","https://ebird.org/view/checklist/S30619188","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
40141681,Photo,"Alectoris chukar",Chukar,,"Mark Patterson",3/20/2016,2016,3,20,1654,"United States",US-UT-035,Utah,"Salt Lake","Lee Kay Ponds",40.7397,-112.0437,,Unknown,,Unspecified,,,,,,,,S28456675,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,3.0,2,committed,,"https://ebird.org/profile/NDUyNjQ0",3456,4608,"https://macaulaylibrary.org/asset/40141681","https://ebird.org/view/checklist/S28456675","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
40124291,Photo,"Alectoris chukar",Chukar,,"Michel Brochu",2/22/2014,2014,2,22,1600,"United States",US-HI-009,Hawaii,Maui,"Haleakala NP--Leleiwi Lookout Trail",20.744,-156.2287,,Unknown,,Unspecified,,,,,,,,S32585230,,,,"This image is quite sharp.",,,,,"Alectoris chukar",chukar,Species,1202.0,,,4.0,2,committed,,,1067,1808,"https://macaulaylibrary.org/asset/40124291","https://ebird.org/view/checklist/S32585230","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
40122111,Photo,"Alectoris chukar",Chukar,,"Ameet Zaveri",8/1/2016,2016,8,1,700,"United States",US-NV-003,Nevada,Clark,"Red Rock Canyon NCA--Lost Creek",36.1563,-115.4961,,Adult,,Unspecified,,,,,,,,S31085833,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,2.5,2,committed,,"https://ebird.org/profile/NTE0MjA",764,715,"https://macaulaylibrary.org/asset/40122111","https://ebird.org/view/checklist/S31085833","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
40038081,Photo,"Alectoris chukar",Chukar,,"Lee Bush",6/30/2014,2014,6,30,845,"United States",US-CA-027,California,Inyo,"Tollhouse Spring",37.2434,-118.1936,,Unknown,,Unspecified,,,,,,,,S18957276,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,2.0,1,committed,,"https://ebird.org/profile/MTg5NzEx",605,668,"https://macaulaylibrary.org/asset/40038081","https://ebird.org/view/checklist/S18957276","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
39942201,Photo,"Alectoris chukar",Chukar,,"Rick Taylor",9/25/2016,2016,9,25,854,"United States",US-CO-083,Colorado,Montezuma,"Mesa Verde NP--Montezuma Valley Overlook",37.2961,-108.4419,,Unknown,,Unspecified,,,,,,,,S31748352,,,,,"Good Photos.  Right off the paved trail at the overlook.",,,,"Alectoris chukar",chukar,Species,1202.0,,,3.0,1,committed,,"https://ebird.org/profile/NjQ0MQ",2664,4000,"https://macaulaylibrary.org/asset/39942201","https://ebird.org/view/checklist/S31748352","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
39942141,Photo,"Alectoris chukar",Chukar,,"Rick Taylor",9/25/2016,2016,9,25,854,"United States",US-CO-083,Colorado,Montezuma,"Mesa Verde NP--Montezuma Valley Overlook",37.2961,-108.4419,,"Adult Male",,Unspecified,,,,,,,,S31748352,,,,,"Good Photos.  Right off the paved trail at the overlook.",,,,"Alectoris chukar",chukar,Species,1202.0,,,3.5,2,committed,,"https://ebird.org/profile/NjQ0MQ",1305,1960,"https://macaulaylibrary.org/asset/39942141","https://ebird.org/view/checklist/S31748352","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
39811101,Photo,"Alectoris chukar",Chukar,,"Bob Morrison",11/12/2016,2016,11,12,1330,"United States",US-NV-009,Nevada,Esmeralda,"Gold Point, Nv. 4th St - 37.3547x-117.3645",37.3547,-117.3645,,Unknown,,Unspecified,,,,,,,,S32524789,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,2.0,1,committed,,"https://ebird.org/profile/Nzg5NTIy",3648,5472,"https://macaulaylibrary.org/asset/39811101","https://ebird.org/view/checklist/S32524789","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
39811091,Photo,"Alectoris chukar",Chukar,,"Bob Morrison",11/12/2016,2016,11,12,1330,"United States",US-NV-009,Nevada,Esmeralda,"Gold Point, Nv. 4th St - 37.3547x-117.3645",37.3547,-117.3645,,Unknown,,Unspecified,,,,,,,,S32524789,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,3.5,2,committed,watermark,"https://ebird.org/profile/Nzg5NTIy",3648,5472,"https://macaulaylibrary.org/asset/39811091","https://ebird.org/view/checklist/S32524789","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
39811061,Photo,"Alectoris chukar",Chukar,,"Bob Morrison",11/12/2016,2016,11,12,1330,"United States",US-NV-009,Nevada,Esmeralda,"Gold Point, Nv. 4th St - 37.3547x-117.3645",37.3547,-117.3645,,Unknown,,Unspecified,,,,,,,,S32524789,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,4.5,2,committed,,"https://ebird.org/profile/Nzg5NTIy",2081,3536,"https://macaulaylibrary.org/asset/39811061","https://ebird.org/view/checklist/S32524789","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
39811051,Photo,"Alectoris chukar",Chukar,,"Bob Morrison",11/12/2016,2016,11,12,1330,"United States",US-NV-009,Nevada,Esmeralda,"Gold Point, Nv. 4th St - 37.3547x-117.3645",37.3547,-117.3645,,Unknown,,Unspecified,,,,,,,,S32524789,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,2.0,1,committed,watermark,"https://ebird.org/profile/Nzg5NTIy",2737,3241,"https://macaulaylibrary.org/asset/39811051","https://ebird.org/view/checklist/S32524789","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
39421841,Photo,"Alectoris chukar",Chukar,,"Ramit Singal",7/26/2015,2015,7,26,1005,India,IN-JK-LE,"Jammu and Kashmir","Leh (ladakh)",Zingral,34.0074,77.8779,,Unknown,,Unspecified,,,,,,,,S24432317,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,3.0,1,committed,,"https://ebird.org/profile/MjM2NDg3",954,1696,"https://macaulaylibrary.org/asset/39421841","https://ebird.org/view/checklist/S24432317","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
39347251,Photo,"Alectoris chukar",Chukar,,"Jerome-Yehuda Schwartz",11/8/2016,2016,11,8,700,Israel,IL-JM,Yerushalayim,,"Gazelle valley,",31.7592,35.1961,,Unknown,,Unspecified,,,,,,,,S32436952,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,2.0,1,committed,,,2448,3696,"https://macaulaylibrary.org/asset/39347251","https://ebird.org/view/checklist/S32436952","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
39099891,Photo,"Alectoris chukar",Chukar,,"Angelique Bash",10/30/2016,2016,10,30,930,"United States",US-HI-009,Hawaii,Maui,"Haleakala Observatory area",20.7073,-156.2579,,Unknown,,Unspecified,,,,,,,,S32388827,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,3.0,1,committed,,,2878,4514,"https://macaulaylibrary.org/asset/39099891","https://ebird.org/view/checklist/S32388827","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
39099791,Photo,"Alectoris chukar",Chukar,,"Angelique Bash",10/30/2016,2016,10,30,930,"United States",US-HI-009,Hawaii,Maui,"Haleakala Observatory area",20.7073,-156.2579,,Unknown,,Unspecified,,,,,,,,S32388827,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,2.0,1,committed,habitat,,3264,4928,"https://macaulaylibrary.org/asset/39099791","https://ebird.org/view/checklist/S32388827","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
39099781,Photo,"Alectoris chukar",Chukar,,"Angelique Bash",10/30/2016,2016,10,30,930,"United States",US-HI-009,Hawaii,Maui,"Haleakala Observatory area",20.7073,-156.2579,,Unknown,,Unspecified,,,,,,,,S32388827,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,2.0,1,committed,,,3264,4928,"https://macaulaylibrary.org/asset/39099781","https://ebird.org/view/checklist/S32388827","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
39099771,Photo,"Alectoris chukar",Chukar,,"Angelique Bash",10/30/2016,2016,10,30,930,"United States",US-HI-009,Hawaii,Maui,"Haleakala Observatory area",20.7073,-156.2579,,Unknown,,Unspecified,,,,,,,,S32388827,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,3.0,1,committed,,,2649,4235,"https://macaulaylibrary.org/asset/39099771","https://ebird.org/view/checklist/S32388827","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
39099741,Photo,"Alectoris chukar",Chukar,,"Angelique Bash",10/30/2016,2016,10,30,930,"United States",US-HI-009,Hawaii,Maui,"Haleakala Observatory area",20.7073,-156.2579,,Unknown,,Unspecified,,,,,,,,S32388827,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,4.5,2,committed,,,3264,4928,"https://macaulaylibrary.org/asset/39099741","https://ebird.org/view/checklist/S32388827","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
39030091,Photo,"Alectoris chukar",Chukar,,"Isaiah Nugent",5/3/2015,2015,5,3,515,"United States",US-WA-047,Washington,Okanogan,"toats coulee rd",48.8419,-119.6636,,Unknown,,Unspecified,,,,,,,,S23224567,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,2.0,1,committed,,"https://ebird.org/profile/MzA3NTU4",2848,4272,"https://macaulaylibrary.org/asset/39030091","https://ebird.org/view/checklist/S23224567","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
38826291,Photo,"Alectoris chukar",Chukar,,"Kevin Seymour",10/30/2016,2016,10,30,1240,"New Zealand",NZ-CAN-065,Canterbury,"Mackenzie District","Lake Tekapo--Mt. John",-43.9847,170.4645,,Unknown,,Unspecified,,,,,,,,S32339871,,,,"Assumed female with 4 of the 6 or maybe 7 chicks",,,,,"Alectoris chukar",chukar,Species,1214.0,,,3.0,2,committed,,,2664,4000,"https://macaulaylibrary.org/asset/38826291","https://ebird.org/view/checklist/S32339871","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
38826251,Photo,"Alectoris chukar",Chukar,,"Kevin Seymour",10/30/2016,2016,10,30,1240,"New Zealand",NZ-CAN-065,Canterbury,"Mackenzie District","Lake Tekapo--Mt. John",-43.9847,170.4645,,Unknown,,Unspecified,,,,,,,,S32339871,,,,"Assumed male watching over his family",,,,,"Alectoris chukar",chukar,Species,1202.0,,,3.0,1,committed,,,2664,4000,"https://macaulaylibrary.org/asset/38826251","https://ebird.org/view/checklist/S32339871","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
38743671,Photo,"Alectoris chukar",Chukar,,"Jeff Peters",10/21/2000,2000,10,21,0,"United States",US-NV-003,Nevada,Clark,"Red Rock Canyon",36.1353,-115.4274,,Unknown,,Unspecified,,,,,,,,S29785757,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,2.0,1,committed,,"https://ebird.org/profile/NTIxNDMx",6171,8507,"https://macaulaylibrary.org/asset/38743671","https://ebird.org/view/checklist/S29785757","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
38426951,Photo,"Alectoris chukar",Chukar,,"Ritvik Singh",6/8/2016,2016,6,8,800,India,IN-UL-CL,Uttarakhand,Chamoli,"Mana Village",30.7715,79.4954,,Unknown,,Unspecified,,,,,,,,S32263199,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,4.0,3,committed,,"https://ebird.org/profile/ODEyNjc5",1536,2048,"https://macaulaylibrary.org/asset/38426951","https://ebird.org/view/checklist/S32263199","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
38426941,Photo,"Alectoris chukar",Chukar,,"Ritvik Singh",6/8/2016,2016,6,8,800,India,IN-UL-CL,Uttarakhand,Chamoli,"Mana Village",30.7715,79.4954,,Unknown,,Unspecified,,,,,,,,S32263199,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,3.5,2,committed,,"https://ebird.org/profile/ODEyNjc5",1536,2048,"https://macaulaylibrary.org/asset/38426941","https://ebird.org/view/checklist/S32263199","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
38426931,Photo,"Alectoris chukar",Chukar,,"Ritvik Singh",6/8/2016,2016,6,8,800,India,IN-UL-CL,Uttarakhand,Chamoli,"Mana Village",30.7715,79.4954,,Unknown,,Unspecified,,,,,,,,S32263199,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,3.0,2,committed,,"https://ebird.org/profile/ODEyNjc5",1536,2048,"https://macaulaylibrary.org/asset/38426931","https://ebird.org/view/checklist/S32263199","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
38426921,Photo,"Alectoris chukar",Chukar,,"Ritvik Singh",6/8/2016,2016,6,8,800,India,IN-UL-CL,Uttarakhand,Chamoli,"Mana Village",30.7715,79.4954,,Unknown,,Unspecified,,,,,,,,S32263199,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,3.5,2,committed,,"https://ebird.org/profile/ODEyNjc5",1536,2048,"https://macaulaylibrary.org/asset/38426921","https://ebird.org/view/checklist/S32263199","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
38426911,Photo,"Alectoris chukar",Chukar,,"Ritvik Singh",6/8/2016,2016,6,8,800,India,IN-UL-CL,Uttarakhand,Chamoli,"Mana Village",30.7715,79.4954,,Unknown,,Unspecified,,,,,,,,S32263199,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,4.0,2,committed,,"https://ebird.org/profile/ODEyNjc5",1536,2048,"https://macaulaylibrary.org/asset/38426911","https://ebird.org/view/checklist/S32263199","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
38412711,Photo,"Alectoris chukar",Chukar,,"Steve Collins",7/17/2009,2009,7,17,800,"United States",US-CA-029,California,Kern,"Jawbone Canyon Rd",35.3647,-118.1113,,Unknown,,Unspecified,,,,,,,,S5202517,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,3.0,1,committed,,"https://ebird.org/profile/MTQ4MjA0",2112,1590,"https://macaulaylibrary.org/asset/38412711","https://ebird.org/view/checklist/S5202517","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
38412701,Photo,"Alectoris chukar",Chukar,,"Steve Collins",7/17/2009,2009,7,17,800,"United States",US-CA-029,California,Kern,"Jawbone Canyon Rd",35.3647,-118.1113,,Unknown,,Unspecified,,,,,,,,S5202517,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,3.0,1,committed,,"https://ebird.org/profile/MTQ4MjA0",756,690,"https://macaulaylibrary.org/asset/38412701","https://ebird.org/view/checklist/S5202517","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
38402011,Photo,"Alectoris chukar",Chukar,,"Tim Lenz",9/28/2009,2009,9,28,655,"United States",US-NV-023,Nevada,Nye,"Tonopah--Idaho Circle Rd. ",38.0603,-117.2319,,Unknown,,Unspecified,,,,,,,,S5379021,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,3.0,2,committed,,"https://ebird.org/profile/MTY2NzQ",2078,3694,"https://macaulaylibrary.org/asset/38402011","https://ebird.org/view/checklist/S5379021","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
38401891,Photo,"Alectoris chukar",Chukar,,"Tim Lenz",9/28/2009,2009,9,28,655,"United States",US-NV-023,Nevada,Nye,"Tonopah--Idaho Circle Rd. ",38.0603,-117.2319,,Unknown,,Unspecified,,,,,,,,S5379021,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,4.0,2,committed,,"https://ebird.org/profile/MTY2NzQ",2592,3888,"https://macaulaylibrary.org/asset/38401891","https://ebird.org/view/checklist/S5379021","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
38374991,Photo,"Alectoris chukar",Chukar,,"John Pike",9/6/2015,2015,9,6,1300,"United States",US-UT-011,Utah,Davis,"Antelope Island SP",41.0465,-112.2384,,Unknown,,Unspecified,,,,,,,,S32254650,,,,,"Near visitor's center",,,,"Alectoris chukar",chukar,Species,1202.0,,,2.0,1,committed,,"https://ebird.org/profile/MTc2NzU2",3456,5184,"https://macaulaylibrary.org/asset/38374991","https://ebird.org/view/checklist/S32254650","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
38369511,Photo,"Alectoris chukar",Chukar,,"Mark Chavez",7/24/2016,2016,7,24,1015,"United States",US-CO-077,Colorado,Mesa,"Cameo & Coal Canyon",39.155,-108.3274,,Unknown,,Unspecified,,,,,,,,S30828661,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,2.0,1,committed,,"https://ebird.org/profile/Mjg4ODc1",766,1095,"https://macaulaylibrary.org/asset/38369511","https://ebird.org/view/checklist/S30828661","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
38268781,Photo,"Alectoris chukar",Chukar,,"Larry Neily",5/15/2013,2013,5,15,800,Canada,CA-BC-OS,"British Columbia",Okanagan-Similkameen,"Richter Pass--Frank Lake",49.03,-119.6522,,Unknown,,Unspecified,,,,,,,,S21329548,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,2.0,1,committed,,"https://ebird.org/profile/MTc3MzE",400,600,"https://macaulaylibrary.org/asset/38268781","https://ebird.org/view/checklist/S21329548","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
38197691,Photo,"Alectoris chukar",Chukar,,"Julianne Elliott",10/11/2016,2016,10,11,930,"United States",US-CA-071,California,"San Bernardino","Calico Ghost Town (Desert Avicaching)",34.9488,-116.865,,Unknown,,Unspecified,,,,,,,,S32220283,,,,,"Group of 9.  Walking the train tracks.",,,,"Alectoris chukar",chukar,Species,1202.0,,,3.0,1,committed,,"https://ebird.org/profile/Njc0NDE1",1598,3794,"https://macaulaylibrary.org/asset/38197691","https://ebird.org/view/checklist/S32220283","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
38197681,Photo,"Alectoris chukar",Chukar,,"Julianne Elliott",10/11/2016,2016,10,11,930,"United States",US-CA-071,California,"San Bernardino","Calico Ghost Town (Desert Avicaching)",34.9488,-116.865,,Unknown,,Unspecified,,,,,,,,S32220283,,,,,"Group of 9.  Walking the train tracks.",,,,"Alectoris chukar",chukar,Species,1202.0,,,3.0,1,committed,,"https://ebird.org/profile/Njc0NDE1",1132,1992,"https://macaulaylibrary.org/asset/38197681","https://ebird.org/view/checklist/S32220283","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
38197671,Photo,"Alectoris chukar",Chukar,,"Julianne Elliott",10/11/2016,2016,10,11,930,"United States",US-CA-071,California,"San Bernardino","Calico Ghost Town (Desert Avicaching)",34.9488,-116.865,,Unknown,,Unspecified,,,,,,,,S32220283,,,,,"Group of 9.  Walking the train tracks.",,,,"Alectoris chukar",chukar,Species,1202.0,,,3.0,1,committed,,"https://ebird.org/profile/Njc0NDE1",1009,1450,"https://macaulaylibrary.org/asset/38197671","https://ebird.org/view/checklist/S32220283","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
38197661,Photo,"Alectoris chukar",Chukar,,"Julianne Elliott",10/11/2016,2016,10,11,930,"United States",US-CA-071,California,"San Bernardino","Calico Ghost Town (Desert Avicaching)",34.9488,-116.865,,Unknown,,Unspecified,,,,,,,,S32220283,,,,,"Group of 9.  Walking the train tracks.",,,,"Alectoris chukar",chukar,Species,1202.0,,,3.0,1,committed,,"https://ebird.org/profile/Njc0NDE1",668,765,"https://macaulaylibrary.org/asset/38197661","https://ebird.org/view/checklist/S32220283","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
38186911,Photo,"Alectoris chukar",Chukar,,"Justyn Stahl",5/29/2015,2015,5,29,1505,"United States",US-CA-037,California,"Los Angeles","San Clemente Island--Wilson Cove (town)",32.9962,-118.5521,,Unknown,,Unspecified,,,,,,,,S23699132,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,5.0,2,committed,,"https://ebird.org/profile/Mzc0MTc",3456,5184,"https://macaulaylibrary.org/asset/38186911","https://ebird.org/view/checklist/S23699132","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
38083591,Photo,"Alectoris chukar",Chukar,,"John Facchini",9/3/2016,2016,9,3,700,"United States",US-CA-027,California,Inyo,"Tollhouse Spring",37.2434,-118.1936,,Unknown,,Unspecified,,,,,,,,S31521114,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,3.0,1,committed,,"https://ebird.org/profile/MzIyMDI3",1597,1896,"https://macaulaylibrary.org/asset/38083591","https://ebird.org/view/checklist/S31521114","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
38027901,Photo,"Alectoris chukar",Chukar,,"Thomas Quartier",10/15/2016,2016,10,15,900,"South Africa",ZA-WC,"Western Cape",,"Robben Island",-33.8077,18.3712,,Unknown,,Unspecified,,,,,,,,S32157904,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,2.6666666666666665,3,committed,,"https://ebird.org/profile/ODAwODM5",3456,5184,"https://macaulaylibrary.org/asset/38027901","https://ebird.org/view/checklist/S32157904","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
37974791,Photo,"Alectoris chukar",Chukar,,"DARREN HALL",10/22/2016,2016,10,22,905,"United States",US-UT-011,Utah,Davis,"Antelope Island road to Garr Ranch",40.9555,-112.1711,,Unknown,,Unspecified,,,,,,,,S32159325,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,4.0,2,committed,,,2988,5312,"https://macaulaylibrary.org/asset/37974791","https://ebird.org/view/checklist/S32159325","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
37819251,Photo,"Alectoris chukar",Chukar,,"Dorna Mojab",10/12/2016,2016,10,12,811,Iran,IR-15,Kerman,,"Pariz -Rafsanjan Rd. ",29.936,55.7171,,Unknown,,Unspecified,,,,,,,,S32042250,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,3.0,1,committed,,"https://ebird.org/profile/NDA3NjE4",1312,1749,"https://macaulaylibrary.org/asset/37819251","https://ebird.org/view/checklist/S32042250","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
37819241,Photo,"Alectoris chukar",Chukar,,"Dorna Mojab",10/12/2016,2016,10,12,811,Iran,IR-15,Kerman,,"Pariz -Rafsanjan Rd. ",29.936,55.7171,,Unknown,,Unspecified,,,,,,,,S32042250,,,,,,,,,"Alectoris chukar",chukar,Species,1202.0,,,3.0,1,committed,,"https://ebird.org/profile/NDA3NjE4",1123,1497,"https://macaulaylibrary.org/asset/37819241","https://ebird.org/view/checklist/S32042250","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
