"ML Catalog Number",Format,"Scientific Name","Common Name","Background Species",Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,"Elevation (m)",Age/Sex,Behaviors,Playback,Collected,"Specimen ID","Home Archive Catalog Number",Recorder,Microphone,Accessory,"Partner Institution","eBird Checklist ID",Unconfirmed?,"Air Temp(ºC)","Water Temp(ºC)","Media notes","Observation Details",Class,Order,Family,"Parent Species","eBird Species Code","Taxon Category","Taxonomic Sort","Recordist 2 Display Name","Recordist 2 Profile URL","Average Community Rating","Number of Ratings","Asset State","Asset Tags","Contributor Profile URL","Original Image Height","Original Image Width","Specimen Page URL","eBird Checklist URL","ebird Species URL",isInternalUser,mediaDownloadUrl,report_as
251181011,Photo,"Alectoris chukar",Chukar,,"John  Gordon",7/17/2020,2020,7,17,1348,Canada,CA-BC-OS,"British Columbia",Okanagan-Similkameen,"Vaseux Cliffs",49.3018,-119.528,,,,Unspecified,,,,,,,,S71581241,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,4.0,1,committed,,"https://ebird.org/profile/MzkyMzYy",2747,3663,"https://macaulaylibrary.org/asset/251181011","https://ebird.org/view/checklist/S71581241","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
251180741,Photo,"Alectoris chukar",Chukar,,"John  Gordon",7/17/2020,2020,7,17,1348,Canada,CA-BC-OS,"British Columbia",Okanagan-Similkameen,"Vaseux Cliffs",49.3018,-119.528,,"Juvenile Male","Foraging or Eating",Unspecified,,,,,,,,S71581241,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,4.0,1,committed,habitat,"https://ebird.org/profile/MzkyMzYy",2462,3283,"https://macaulaylibrary.org/asset/251180741","https://ebird.org/view/checklist/S71581241","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
251180731,Photo,"Alectoris chukar",Chukar,,"John  Gordon",7/17/2020,2020,7,17,1348,Canada,CA-BC-OS,"British Columbia",Okanagan-Similkameen,"Vaseux Cliffs",49.3018,-119.528,,,,Unspecified,,,,,,,,S71581241,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,5.0,1,committed,,"https://ebird.org/profile/MzkyMzYy",2813,3751,"https://macaulaylibrary.org/asset/251180731","https://ebird.org/view/checklist/S71581241","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
251092641,Photo,"Alectoris chukar",Chukar,,"Charles (PAT) Dollard",8/13/2013,2013,8,13,1145,"United States",US-HI-009,Hawaii,Maui,"HI: Haleakala NP -- Kalahaku Overlook",20.7364,-156.2355,,,,Unspecified,,,,,,,,S71753291,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/NjU4Mzg3",2104,3744,"https://macaulaylibrary.org/asset/251092641","https://ebird.org/view/checklist/S71753291","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
251092531,Photo,"Alectoris chukar",Chukar,,"Charles (PAT) Dollard",8/13/2013,2013,8,13,1145,"United States",US-HI-009,Hawaii,Maui,"HI: Haleakala NP -- Kalahaku Overlook",20.7364,-156.2355,,,,Unspecified,,,,,,,,S71753291,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/NjU4Mzg3",2104,3744,"https://macaulaylibrary.org/asset/251092531","https://ebird.org/view/checklist/S71753291","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
251092401,Photo,"Alectoris chukar",Chukar,,"Charles (PAT) Dollard",8/13/2013,2013,8,13,1145,"United States",US-HI-009,Hawaii,Maui,"HI: Haleakala NP -- Kalahaku Overlook",20.7364,-156.2355,,,,Unspecified,,,,,,,,S71753291,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/NjU4Mzg3",2104,3744,"https://macaulaylibrary.org/asset/251092401","https://ebird.org/view/checklist/S71753291","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
250993981,Photo,"Alectoris chukar",Chukar,,"Kenny Nichols",7/22/2020,2020,7,22,1345,"United States",US-CO-077,Colorado,Mesa,"Cameo & Coal Canyon",39.155,-108.3274,,,,Unspecified,,,,,,,,S71736552,,,,,"Two adults and 28 young carefully counted as they crossed the road in front of us. They were exactly 6/10 of a mile west of the vault bathroom at the entrance to Coal Canyon (past the shooting range). One adult and four young in attached photo.",,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/MTY1MDUy",768,1024,"https://macaulaylibrary.org/asset/250993981","https://ebird.org/view/checklist/S71736552","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
250889331,Photo,"Alectoris chukar",Chukar,,"Noel Zaugg",7/16/2020,2020,7,16,1521,"United States",US-CO-077,Colorado,Mesa,"Douglas Pass Road, Colorado",39.3453,-108.8194,,Adult,,Unspecified,,,,,,,,S71556393,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,3.0,1,committed,,"https://ebird.org/profile/MTc2ODEz",800,1200,"https://macaulaylibrary.org/asset/250889331","https://ebird.org/view/checklist/S71556393","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
250889281,Photo,"Alectoris chukar",Chukar,,"Noel Zaugg",7/16/2020,2020,7,16,1521,"United States",US-CO-077,Colorado,Mesa,"Douglas Pass Road, Colorado",39.3453,-108.8194,,Adult,,Unspecified,,,,,,,,S71556393,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,3.0,1,committed,,"https://ebird.org/profile/MTc2ODEz",800,1200,"https://macaulaylibrary.org/asset/250889281","https://ebird.org/view/checklist/S71556393","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
250889231,Photo,"Alectoris chukar",Chukar,,"Noel Zaugg",7/16/2020,2020,7,16,1521,"United States",US-CO-077,Colorado,Mesa,"Douglas Pass Road, Colorado",39.3453,-108.8194,,Adult,,Unspecified,,,,,,,,S71556393,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,2.0,1,committed,,"https://ebird.org/profile/MTc2ODEz",800,1200,"https://macaulaylibrary.org/asset/250889231","https://ebird.org/view/checklist/S71556393","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
250872861,Photo,"Alectoris chukar",Chukar,,"Oscar  Johnson",6/25/2009,2009,6,25,710,"United States",US-NV-003,Nevada,Clark,"Red Rock Canyon NCA--Willow Springs",36.1613,-115.4985,,Adult,,Unspecified,,,,,,,,S5119703,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,2.0,1,committed,,"https://ebird.org/profile/NTcyOTI",1126,1506,"https://macaulaylibrary.org/asset/250872861","https://ebird.org/view/checklist/S5119703","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
250743921,Photo,"Alectoris chukar",Chukar,,"Joshua Brown",3/18/2013,2013,3,18,1505,Canada,CA-BC-OS,"British Columbia",Okanagan-Similkameen,"Vaseux Cliffs",49.2998,-119.5278,,,,Unspecified,,,,,,,,S13467422,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/MzE5NDYw",3000,4000,"https://macaulaylibrary.org/asset/250743921","https://ebird.org/view/checklist/S13467422","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
250678901,Photo,"Alectoris chukar",Chukar,,"Phyllis Weintraub",7/21/2020,2020,7,21,630,Israel,IL-D,HaDarom,,"IL Ramalia cisterns",30.7927,34.7613,,,,Unspecified,,,,,,,,S71688019,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/NzU2NTQy",3456,4608,"https://macaulaylibrary.org/asset/250678901","https://ebird.org/view/checklist/S71688019","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
250678881,Photo,"Alectoris chukar",Chukar,,"Phyllis Weintraub",7/21/2020,2020,7,21,630,Israel,IL-D,HaDarom,,"IL Ramalia cisterns",30.7927,34.7613,,,,Unspecified,,,,,,,,S71688019,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/NzU2NTQy",2005,2249,"https://macaulaylibrary.org/asset/250678881","https://ebird.org/view/checklist/S71688019","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
250678871,Photo,"Alectoris chukar",Chukar,,"Phyllis Weintraub",7/21/2020,2020,7,21,630,Israel,IL-D,HaDarom,,"IL Ramalia cisterns",30.7927,34.7613,,,,Unspecified,,,,,,,,S71688019,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/NzU2NTQy",2099,2215,"https://macaulaylibrary.org/asset/250678871","https://ebird.org/view/checklist/S71688019","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
250678861,Photo,"Alectoris chukar",Chukar,,"Phyllis Weintraub",7/21/2020,2020,7,21,630,Israel,IL-D,HaDarom,,"IL Ramalia cisterns",30.7927,34.7613,,,,Unspecified,,,,,,,,S71688019,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/NzU2NTQy",1284,1974,"https://macaulaylibrary.org/asset/250678861","https://ebird.org/view/checklist/S71688019","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
250669301,Photo,"Alectoris chukar",Chukar,,"Eliana  Heiser",7/6/2020,2020,7,6,849,"United States",US-ID-001,Idaho,Ada,"Table Rock Summit",43.5942,-116.1461,,Adult,,Unspecified,,,,,,,,S71194822,,,,,"Loud and conspicuous. Conservative count - likely saw 5-6 individuals, but unable to rule out double counting.",,,,"Alectoris chukar",chukar,Species,1214.0,,,2.0,1,committed,,,3448,4469,"https://macaulaylibrary.org/asset/250669301","https://ebird.org/view/checklist/S71194822","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
250669241,Photo,"Alectoris chukar",Chukar,,"Eliana  Heiser",7/6/2020,2020,7,6,849,"United States",US-ID-001,Idaho,Ada,"Table Rock Summit",43.5942,-116.1461,,Adult,,Unspecified,,,,,,,,S71194822,,,,,"Loud and conspicuous. Conservative count - likely saw 5-6 individuals, but unable to rule out double counting.",,,,"Alectoris chukar",chukar,Species,1214.0,,,2.0,1,committed,,,3122,4197,"https://macaulaylibrary.org/asset/250669241","https://ebird.org/view/checklist/S71194822","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
250669151,Photo,"Alectoris chukar",Chukar,,"Eliana  Heiser",7/6/2020,2020,7,6,849,"United States",US-ID-001,Idaho,Ada,"Table Rock Summit",43.5942,-116.1461,,Adult,,Unspecified,,,,,,,,S71194822,,,,,"Loud and conspicuous. Conservative count - likely saw 5-6 individuals, but unable to rule out double counting.",,,,"Alectoris chukar",chukar,Species,1214.0,,,1.0,1,committed,,,3143,4291,"https://macaulaylibrary.org/asset/250669151","https://ebird.org/view/checklist/S71194822","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
250607351,Photo,"Alectoris chukar",Chukar,,"Tom Crabtree",12/25/2017,2017,12,25,1245,"United States",US-OR-031,Oregon,Jefferson,"Belmont Overlook",44.6274,-121.2708,,,,Unspecified,,,,,,,,S41334260,,,,,"Have pictures.  A very large flock of Chukar, right below the lookout.  Actively calling.  When I leaned over to get a picture (of what I thought was 8 birds) the whole flock exploded and flew about 100 yards away.",,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/MjQ2MDMz",1200,1902,"https://macaulaylibrary.org/asset/250607351","https://ebird.org/view/checklist/S41334260","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
250596411,Photo,"Alectoris chukar",Chukar,,"Lori Shuler",7/17/2020,2020,7,17,900,"United States",US-CO-077,Colorado,Mesa,"Cameo & Coal Canyon",39.155,-108.3274,,,,Unspecified,,,,,,,,S71603449,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,,2945,3831,"https://macaulaylibrary.org/asset/250596411","https://ebird.org/view/checklist/S71603449","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
250596401,Photo,"Alectoris chukar",Chukar,,"Lori Shuler",7/17/2020,2020,7,17,900,"United States",US-CO-077,Colorado,Mesa,"Cameo & Coal Canyon",39.155,-108.3274,,,,Unspecified,,,,,,,,S71603449,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,,3213,3445,"https://macaulaylibrary.org/asset/250596401","https://ebird.org/view/checklist/S71603449","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
250596391,Photo,"Alectoris chukar",Chukar,,"Lori Shuler",7/17/2020,2020,7,17,900,"United States",US-CO-077,Colorado,Mesa,"Cameo & Coal Canyon",39.155,-108.3274,,,,Unspecified,,,,,,,,S71603449,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,,2511,3579,"https://macaulaylibrary.org/asset/250596391","https://ebird.org/view/checklist/S71603449","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
250596381,Photo,"Alectoris chukar",Chukar,,"Lori Shuler",7/17/2020,2020,7,17,900,"United States",US-CO-077,Colorado,Mesa,"Cameo & Coal Canyon",39.155,-108.3274,,,,Unspecified,,,,,,,,S71603449,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,,2745,2916,"https://macaulaylibrary.org/asset/250596381","https://ebird.org/view/checklist/S71603449","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
250596371,Photo,"Alectoris chukar",Chukar,,"Lori Shuler",7/17/2020,2020,7,17,900,"United States",US-CO-077,Colorado,Mesa,"Cameo & Coal Canyon",39.155,-108.3274,,,,Unspecified,,,,,,,,S71603449,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,,2439,3085,"https://macaulaylibrary.org/asset/250596371","https://ebird.org/view/checklist/S71603449","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
250596361,Photo,"Alectoris chukar",Chukar,,"Lori Shuler",7/17/2020,2020,7,17,900,"United States",US-CO-077,Colorado,Mesa,"Cameo & Coal Canyon",39.155,-108.3274,,,,Unspecified,,,,,,,,S71603449,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,,2463,3109,"https://macaulaylibrary.org/asset/250596361","https://ebird.org/view/checklist/S71603449","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
250596341,Photo,"Alectoris chukar",Chukar,,"Lori Shuler",7/17/2020,2020,7,17,900,"United States",US-CO-077,Colorado,Mesa,"Cameo & Coal Canyon",39.155,-108.3274,,,,Unspecified,,,,,,,,S71603449,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,,2338,2423,"https://macaulaylibrary.org/asset/250596341","https://ebird.org/view/checklist/S71603449","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
250253711,Photo,"Alectoris chukar",Chukar,,"Dean LaTray",7/18/2020,2020,7,18,1600,"United States",US-CA-051,California,Mono,"Chidago Canyon Road",37.6415,-118.5659,,Juvenile,,Unspecified,,,,,,,,S71622478,,,,,"At least a dozen Chukar in a single group.  Many of the birds were juveniles.",,,,"Alectoris chukar",chukar,Species,1214.0,,,3.0,2,committed,,"https://ebird.org/profile/MjM5OTMy",2129,2980,"https://macaulaylibrary.org/asset/250253711","https://ebird.org/view/checklist/S71622478","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
250253691,Photo,"Alectoris chukar",Chukar,,"Dean LaTray",7/18/2020,2020,7,18,1600,"United States",US-CA-051,California,Mono,"Chidago Canyon Road",37.6415,-118.5659,,"Adult Male",,Unspecified,,,,,,,,S71622478,,,,,"At least a dozen Chukar in a single group.  Many of the birds were juveniles.",,,,"Alectoris chukar",chukar,Species,1214.0,,,2.5,2,committed,,"https://ebird.org/profile/MjM5OTMy",683,1215,"https://macaulaylibrary.org/asset/250253691","https://ebird.org/view/checklist/S71622478","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
250253681,Photo,"Alectoris chukar",Chukar,,"Dean LaTray",7/18/2020,2020,7,18,1600,"United States",US-CA-051,California,Mono,"Chidago Canyon Road",37.6415,-118.5659,,"Adult Male",,Unspecified,,,,,,,,S71622478,,,,,"At least a dozen Chukar in a single group.  Many of the birds were juveniles.",,,,"Alectoris chukar",chukar,Species,1214.0,,,2.5,2,committed,,"https://ebird.org/profile/MjM5OTMy",530,741,"https://macaulaylibrary.org/asset/250253681","https://ebird.org/view/checklist/S71622478","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
249998491,Photo,"Alectoris chukar",Chukar,,"Stephan Lorenz",11/9/2016,2016,11,9,745,Nepal,NP-3-MAN,Pashchimanchal,Manang,"Annapurna Conservation Area - Manang",28.665,84.0172,,,,Unspecified,,,,,,,,S32443312,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/MTYzNzQ2",1433,1925,"https://macaulaylibrary.org/asset/249998491","https://ebird.org/view/checklist/S32443312","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
249997021,Photo,"Alectoris chukar",Chukar,,"Stephan Lorenz",11/9/2016,2016,11,9,745,Nepal,NP-3-MAN,Pashchimanchal,Manang,"Annapurna Conservation Area - Manang",28.665,84.0172,,,,Unspecified,,,,,,,,S32443312,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/MTYzNzQ2",2040,2696,"https://macaulaylibrary.org/asset/249997021","https://ebird.org/view/checklist/S32443312","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
249997001,Photo,"Alectoris chukar",Chukar,,"Stephan Lorenz",11/9/2016,2016,11,9,745,Nepal,NP-3-MAN,Pashchimanchal,Manang,"Annapurna Conservation Area - Manang",28.665,84.0172,,,,Unspecified,,,,,,,,S32443312,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/MTYzNzQ2",1060,1504,"https://macaulaylibrary.org/asset/249997001","https://ebird.org/view/checklist/S32443312","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
249996941,Photo,"Alectoris chukar",Chukar,,"Stephan Lorenz",11/9/2016,2016,11,9,745,Nepal,NP-3-MAN,Pashchimanchal,Manang,"Annapurna Conservation Area - Manang",28.665,84.0172,,,,Unspecified,,,,,,,,S32443312,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/MTYzNzQ2",1115,1535,"https://macaulaylibrary.org/asset/249996941","https://ebird.org/view/checklist/S32443312","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
249996871,Photo,"Alectoris chukar",Chukar,,"Stephan Lorenz",11/9/2016,2016,11,9,745,Nepal,NP-3-MAN,Pashchimanchal,Manang,"Annapurna Conservation Area - Manang",28.665,84.0172,,,,Unspecified,,,,,,,,S32443312,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/MTYzNzQ2",1070,1363,"https://macaulaylibrary.org/asset/249996871","https://ebird.org/view/checklist/S32443312","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
249996781,Photo,"Alectoris chukar",Chukar,,"Stephan Lorenz",11/9/2016,2016,11,9,745,Nepal,NP-3-MAN,Pashchimanchal,Manang,"Annapurna Conservation Area - Manang",28.665,84.0172,,,,Unspecified,,,,,,,,S32443312,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/MTYzNzQ2",1452,1980,"https://macaulaylibrary.org/asset/249996781","https://ebird.org/view/checklist/S32443312","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
